,yReal,yPred
0,10.1,7.250000000000013
1,5.1,6.850000000000012
2,7.1,7.960000000000013
3,9.1,6.9600000000000115
4,7.1,6.820000000000013
5,9.1,6.660000000000013
6,0.1,0.8199999999999988
7,0.1,0.1399999999999998
8,10.1,7.4900000000000135
9,7.1,7.780000000000014
10,10.1,6.5400000000000125
11,4.1,5.040000000000009
12,4.1,3.890000000000006
13,5.1,4.720000000000008
14,8.1,7.570000000000014
15,4.1,3.830000000000005
16,1.1,1.1599999999999975
17,10.1,6.490000000000012
18,0.1,0.36000000000000076
19,8.1,6.940000000000014
20,7.1,6.730000000000014
21,1.1,1.0599999999999985
22,4.1,4.210000000000006
23,5.1,2.2599999999999962
24,9.1,7.7400000000000135
25,1.1,2.399999999999996
26,9.1,7.020000000000014
27,2.1,2.1099999999999968
28,6.1,6.600000000000011
29,2.1,2.1499999999999964
30,7.1,7.550000000000014
31,10.1,7.500000000000012
32,4.1,4.4400000000000075
33,0.1,0.44000000000000056
34,4.1,8.440000000000015
35,2.1,2.0999999999999965
36,7.1,7.930000000000014
37,4.1,5.100000000000009
38,8.1,7.060000000000013
39,0.1,0.13999999999999976
40,5.1,6.170000000000012
41,8.1,7.390000000000014
42,0.1,0.10999999999999976
43,10.1,8.860000000000015
44,3.1,4.240000000000006
45,2.1,2.0899999999999967
46,7.1,7.820000000000014
47,6.1,6.680000000000012
48,0.1,0.2100000000000003
49,10.1,7.280000000000013
50,9.1,5.8000000000000105
51,8.1,6.2500000000000115
52,2.1,2.0999999999999965
53,2.1,2.129999999999997
54,0.1,0.18000000000000013
55,3.1,2.909999999999999
56,1.1,1.1499999999999981
57,6.1,4.740000000000008
58,1.1,1.0899999999999983
59,7.1,7.4500000000000135
60,10.1,7.030000000000013
61,6.1,7.810000000000014
62,1.1,2.7799999999999985
63,0.1,0.20000000000000043
64,3.1,3.1900000000000017
65,8.1,7.2000000000000135
66,6.1,8.030000000000014
67,8.1,6.600000000000012
68,7.1,8.330000000000014
69,0.1,0.11999999999999977
70,2.1,2.0999999999999965
71,4.1,3.580000000000004
72,9.1,7.920000000000013
73,0.1,0.4200000000000006
74,10.1,7.740000000000014
75,7.1,6.700000000000013
76,0.1,0.1099999999999998
77,3.1,3.5000000000000036
78,8.1,6.5400000000000125
79,8.1,6.890000000000012
80,7.1,6.780000000000013
81,8.1,7.530000000000014
82,5.1,7.590000000000014
83,7.1,7.780000000000014
84,7.1,7.870000000000013
85,8.1,8.060000000000013
86,4.1,5.070000000000009
87,5.1,6.680000000000012
88,7.1,7.920000000000013
89,6.1,7.030000000000014
90,8.1,7.900000000000014
91,7.1,7.430000000000014
92,4.1,4.220000000000007
93,0.1,0.2900000000000006
94,1.1,0.9899999999999985
95,9.1,7.7000000000000135
96,9.1,7.720000000000014
97,2.1,2.0999999999999965
98,5.1,7.440000000000015
99,3.1,6.970000000000012
100,6.1,8.890000000000015
101,2.1,2.0999999999999965
102,1.1,1.0499999999999983
103,2.1,2.0999999999999965
104,9.1,7.880000000000013
105,8.1,7.7400000000000135
106,1.1,1.0199999999999987
107,2.1,2.2099999999999964
108,9.1,7.240000000000013
109,10.1,7.610000000000014
110,3.1,3.420000000000003
111,3.1,3.9300000000000055
112,3.1,3.620000000000004
113,6.1,6.190000000000011
114,7.1,7.470000000000014
115,6.1,7.3700000000000125
116,4.1,4.140000000000007
117,8.1,4.130000000000006
118,6.1,7.770000000000013
119,3.1,2.96
120,1.1,1.6199999999999972
121,7.1,5.580000000000012
122,0.1,0.11999999999999977
123,2.1,2.159999999999996
124,6.1,6.880000000000012
125,5.1,7.620000000000013
126,1.1,7.430000000000012
127,3.1,4.410000000000007
128,6.1,8.280000000000014
129,4.1,7.040000000000012
130,9.1,8.360000000000015
131,5.1,6.190000000000011
132,8.1,8.340000000000014
133,3.1,6.160000000000012
134,9.1,6.780000000000012
135,2.1,2.0999999999999965
136,4.1,4.640000000000009
137,5.1,7.680000000000014
138,0.1,0.2699999999999999
139,7.1,7.670000000000012
140,3.1,2.889999999999999
141,2.1,2.199999999999996
142,4.1,3.7700000000000045
143,8.1,7.860000000000014
144,4.1,4.680000000000009
145,10.1,7.840000000000015
146,3.1,7.940000000000014
147,1.1,2.309999999999996
148,5.1,4.460000000000008
149,3.1,3.650000000000004
150,7.1,6.910000000000013
151,3.1,2.749999999999998
152,0.1,0.1199999999999998
153,3.1,4.040000000000006
154,3.1,7.720000000000012
155,10.1,8.910000000000014
156,10.1,7.680000000000014
157,9.1,5.340000000000009
158,2.1,2.0999999999999965
159,6.1,7.530000000000014
160,5.1,5.1800000000000095
161,7.1,6.6700000000000115
162,3.1,4.430000000000007
163,3.1,3.160000000000001
164,2.1,2.1699999999999964
165,4.1,4.7300000000000075
166,2.1,2.1499999999999964
167,5.1,7.900000000000014
168,6.1,7.520000000000013
169,6.1,7.860000000000014
170,7.1,7.320000000000014
171,4.1,6.300000000000011
172,7.1,8.400000000000015
173,9.1,6.260000000000011
174,9.1,7.560000000000014
175,9.1,7.470000000000012
176,6.1,7.530000000000013
177,8.1,6.890000000000011
178,7.1,7.710000000000013
179,9.1,7.610000000000014
180,0.1,0.12999999999999978
181,0.1,0.5200000000000009
182,9.1,6.800000000000012
183,9.1,8.420000000000014
184,10.1,7.060000000000013
185,2.1,2.609999999999996
186,7.1,7.200000000000013
187,2.1,2.1199999999999966
188,8.1,6.060000000000011
189,6.1,4.750000000000008
190,1.1,1.3699999999999977
191,9.1,8.610000000000014
192,9.1,7.620000000000013
193,6.1,6.850000000000012
194,5.1,7.440000000000013
195,0.1,0.10999999999999982
196,10.1,7.360000000000014
197,3.1,3.0
198,6.1,7.190000000000013
199,0.1,0.2800000000000003
200,8.1,7.430000000000014
201,1.1,1.1299999999999981
202,2.1,2.1099999999999963
203,9.1,7.570000000000013
204,8.1,7.460000000000012
205,5.1,4.8500000000000085
206,3.1,3.7700000000000045
207,9.1,8.200000000000015
208,5.1,5.820000000000011
209,2.1,2.0999999999999965
210,1.1,1.219999999999998
211,0.1,0.2900000000000005
212,4.1,4.070000000000006
213,1.1,1.089999999999998
214,3.1,2.9699999999999993
215,10.1,8.020000000000016
216,10.1,7.610000000000014
217,10.1,7.930000000000014
218,0.1,0.09999999999999981
219,3.1,3.560000000000004
220,5.1,6.470000000000012
221,2.1,2.1499999999999964
222,3.1,3.650000000000004
223,5.1,3.790000000000004
224,10.1,7.190000000000013
225,1.1,1.1199999999999983
226,1.1,1.0599999999999985
227,5.1,6.700000000000012
228,6.1,6.240000000000012
229,2.1,2.1499999999999964
230,6.1,4.730000000000009
231,0.1,0.11999999999999979
232,2.1,3.3200000000000016
233,6.1,7.750000000000013
234,4.1,4.080000000000006
235,3.1,4.740000000000008
236,2.1,2.0999999999999965
237,3.1,3.7600000000000047
238,8.1,8.130000000000013
239,2.1,2.2299999999999964
240,5.1,7.570000000000014
241,10.1,8.970000000000015
242,1.1,0.580000000000001
243,0.1,0.11999999999999979
244,10.1,7.890000000000014
245,5.1,6.980000000000013
246,1.1,1.1299999999999983
247,7.1,5.500000000000011
248,6.1,7.630000000000013
249,6.1,5.420000000000011
250,1.1,1.189999999999998
251,1.1,2.739999999999997
252,5.1,5.920000000000012
253,5.1,5.23000000000001
254,1.1,1.1999999999999977
255,10.1,7.090000000000014
256,0.1,0.13999999999999982
257,6.1,5.08000000000001
258,0.1,0.3700000000000007
259,0.1,0.1399999999999997
260,3.1,3.2600000000000016
261,2.1,2.0999999999999965
262,9.1,8.820000000000014
263,8.1,6.690000000000013
264,7.1,7.930000000000014
265,9.1,6.680000000000011
266,8.1,7.060000000000013
267,6.1,6.780000000000013
268,7.1,6.180000000000011
269,5.1,8.500000000000014
270,6.1,6.080000000000012
271,5.1,5.770000000000011
272,9.1,7.140000000000014
273,0.1,0.5700000000000008
274,5.1,5.060000000000009
275,2.1,2.0999999999999965
276,5.1,5.68000000000001
277,2.1,2.159999999999996
278,2.1,2.0999999999999965
279,0.1,0.8499999999999984
280,9.1,6.2500000000000115
281,2.1,2.0899999999999967
282,7.1,6.480000000000011
283,0.1,1.8199999999999965
284,7.1,7.730000000000014
285,1.1,1.1199999999999977
286,0.1,0.10999999999999982
287,5.1,8.220000000000013
288,8.1,7.430000000000012
289,0.1,0.19
290,8.1,8.100000000000014
291,3.1,4.030000000000006
292,5.1,6.910000000000013
293,3.1,6.820000000000013
294,9.1,7.630000000000013
295,8.1,7.880000000000013
296,0.1,0.21999999999999986
297,6.1,5.050000000000009
298,4.1,6.0900000000000105
299,8.1,7.4900000000000135
300,10.1,2.9499999999999993
301,1.1,1.159999999999998
302,10.1,7.250000000000012
303,2.1,2.1199999999999966
304,10.1,6.760000000000012
305,0.1,0.1699999999999998
306,8.1,7.130000000000013
307,9.1,7.870000000000013
308,3.1,4.070000000000006
309,9.1,7.340000000000014
310,7.1,7.480000000000014
311,0.1,0.09999999999999983
312,9.1,7.830000000000013
313,5.1,7.710000000000013
314,5.1,8.350000000000016
315,0.1,0.20999999999999996
316,7.1,7.220000000000014
317,4.1,5.270000000000009
318,8.1,6.2500000000000115
319,7.1,7.280000000000014
320,7.1,6.8300000000000125
321,2.1,2.0999999999999965
322,3.1,3.3500000000000028
323,3.1,3.3200000000000016
324,8.1,8.580000000000014
325,0.1,0.19000000000000017
326,3.1,3.790000000000005
327,0.1,1.079999999999998
328,2.1,2.0999999999999965
329,7.1,6.610000000000013
330,6.1,6.5400000000000125
331,10.1,7.230000000000013
332,4.1,7.730000000000014
333,10.1,5.780000000000012
334,4.1,3.5100000000000033
335,10.1,7.650000000000014
336,9.1,7.440000000000014
337,7.1,7.420000000000013
338,0.1,0.12999999999999978
339,4.1,6.7500000000000115
340,4.1,5.250000000000011
341,6.1,7.920000000000013
342,5.1,7.780000000000014
343,6.1,6.200000000000012
344,1.1,1.1099999999999983
345,1.1,1.1699999999999977
346,0.1,0.1800000000000001
347,2.1,2.0999999999999965
348,9.1,7.330000000000013
349,10.1,6.920000000000012
350,9.1,6.060000000000013
351,5.1,6.770000000000011
352,5.1,4.120000000000006
353,4.1,4.760000000000008
354,8.1,5.980000000000011
355,1.1,0.9199999999999988
356,3.1,3.6100000000000048
357,2.1,2.0999999999999965
358,10.1,7.4900000000000135
359,10.1,6.610000000000013
360,3.1,4.170000000000007
361,6.1,5.03000000000001
362,3.1,3.780000000000004
363,1.1,1.169999999999998
364,7.1,6.950000000000013
365,6.1,6.860000000000013
366,9.1,5.28000000000001
367,10.1,6.380000000000012
368,7.1,6.090000000000011
369,8.1,7.030000000000013
370,2.1,2.0999999999999965
371,7.1,8.780000000000015
372,1.1,0.9699999999999985
373,1.1,1.0099999999999985
374,1.1,5.170000000000011
375,5.1,6.4600000000000115
376,9.1,8.220000000000013
377,8.1,7.000000000000012
378,5.1,7.710000000000013
379,3.1,3.2800000000000016
380,7.1,6.11000000000001
381,2.1,2.1899999999999964
382,0.1,0.22000000000000042
383,7.1,6.070000000000013
384,7.1,6.850000000000012
385,10.1,6.650000000000013
386,7.1,6.670000000000012
387,9.1,8.180000000000014
388,4.1,3.120000000000001
389,8.1,6.440000000000011
390,10.1,7.470000000000014
391,9.1,7.860000000000014
392,9.1,9.010000000000014
393,1.1,1.0999999999999983
394,3.1,3.160000000000001
395,9.1,5.58000000000001
396,3.1,3.0800000000000005
397,7.1,7.630000000000013
398,4.1,3.650000000000004
399,1.1,0.8299999999999996
